,eta
1405,-0.13444861925393017
1406,-0.1662087370622596
1407,-0.16425503810080705
1408,-0.14270004543198692
1409,-0.16797951113979223
1410,-0.13329216932033905
1411,-0.15542190714150173
1412,-0.16725646624479484
1413,-0.1476979914394415
1414,-0.1431454355390482
1415,-0.1562884540513912
1416,-0.13650985449406464
1417,-0.14508144253540844
1418,-0.15402463414799242
1419,-0.15926971055303119
1420,-0.1286583636926467
1421,-0.14610922088058212
1422,-0.13091158388453575
1423,-0.15306629741864733
1424,-0.14187463922844606
1425,-0.1233516542210634
1426,-0.1495126125604207
1427,-0.15001843462933268
1428,-0.14101823132927443
1429,-0.13212942359108262
1430,-0.1456844586347634
1431,-0.14972347889708668
1432,-0.1446441265488188
1433,-0.13836089414247277
1434,-0.16026206821143255
1435,-0.1424668285453626
1436,-0.157484919284438
1437,-0.14568710283891353
1438,-0.16075545874545508
1439,-0.1481274228238017
1440,-0.16750598207459477
1441,-0.14582504706794766
1442,-0.1462395574661409
1443,-0.1407084335483265
1444,-0.13969147614346078
1445,-0.11817204847516613
1446,-0.15387069260979702
1447,-0.11176904019984699
1448,-0.17573522311223022
1449,-0.12514401151697946
1450,-0.1511887035973091
1451,-0.11970898680209725
1452,-0.1444957648698392
1453,-0.14208782284197138
1454,-0.11781133714861154
1455,-0.15827305102340555
1456,-0.1290816063598949
1457,-0.1345056879020225
1458,-0.1142376861667672
1459,-0.1352344477606573
1460,-0.1176400828216072
1461,-0.11526163383456926
1462,-0.1382716122477665
1463,-0.16418804232024906
1464,-0.1264676887881066
1465,-0.13212938778333708
1466,-0.1347793637401531
1467,-0.15712430984312573
1468,-0.1352929954578823
1469,-0.14079310983103763
1470,-0.14408186033233839
1471,-0.15723954396936252
1472,-0.13019873292651235
1473,-0.1410780701372443
1474,-0.14398481064653668
1475,-0.14794848477485384
1476,-0.13845571815679975
1477,-0.14678486790513898
1478,-0.15768365872172127
1479,-0.1628346135758487
1480,-0.13293315743888884
1481,-0.14947411192232557
1482,-0.17328492277318275
1483,-0.1584730615777593
1484,-0.13122241462496342
1485,-0.13372543787605984
1486,-0.14312960963038807
1487,-0.17409024019191427
1488,-0.14314381657634034
1489,-0.14370143805285251
1490,-0.14039043566921164
1491,-0.16400164208042234
1492,-0.14425413994796688
1493,-0.1596319095826788
1494,-0.14262619933187093
1495,-0.16596234817172154
1496,-0.1464824919553597
1497,-0.1521950923011053
1498,-0.11960526884398048
1499,-0.15487173178991043
1500,-0.14293795181114388
1501,-0.12122520825595161
1502,-0.1129563609986243
1503,-0.12886005797346745
1504,-0.1345055849997056
1505,-0.10845983107768357
1506,-0.1345406407773043
1507,-0.10628769831680135
1508,-0.16037736880053435
1509,-0.13334091418233557
1510,-0.14359071316605984
1511,-0.14324888588431411
1512,-0.17180623249049454
1513,-0.13085686453567863
1514,-0.1627686516173008
1515,-0.13494436965750192
1516,-0.17512614815237545
1517,-0.13654042311800993
1518,-0.14326305469287923
1519,-0.13717188086061877
1520,-0.15502538588272796
1521,-0.12744315464726114
1522,-0.15332787213903162
1523,-0.13223168093836268
1524,-0.17170812889645834
1525,-0.12383644481351733
1526,-0.14249025396133913
1527,-0.15313225077321077
1528,-0.13667547816900774
1529,-0.121261446172124
1530,-0.1432702802513811
1531,-0.1557955571935406
1532,-0.15166358261584525
1533,-0.14526568831385128
1534,-0.12294016561889815
1535,-0.15700755435095554
1536,-0.14280648561312714
1537,-0.14923684011847024
1538,-0.11920627367636613
1539,-0.1588087036881267
1540,-0.15836913502842434
1541,-0.157974158194936
1542,-0.14765629088295823
1543,-0.13201808312761804
1544,-0.1633098082223488
1545,-0.1447522657429439
1546,-0.12807402574855908
1547,-0.1332052200923611
1548,-0.15057134877194553
1549,-0.14553979991158886
1550,-0.14584703429173027
1551,-0.14347296408753124
1552,-0.14235218683199355
1553,-0.1425759662222139
1554,-0.14448569806269068
1555,-0.13212717167373625
1556,-0.13389419112978992
1557,-0.14269388051698162
1558,-0.1536512204931717
1559,-0.13652400691577238
1560,-0.12537141555719722
1561,-0.15508709012532726
1562,-0.16487046941822933
1563,-0.15534035534604784
1564,-0.11495130652072535
1565,-0.16303346031337632
1566,-0.14805871503801302
1567,-0.16351590815705674
1568,-0.10967700333631261
1569,-0.15315698835986807
1570,-0.14683271301329867
1571,-0.14064518354632083
1572,-0.14981443423670907
1573,-0.14266095618902572
1574,-0.1611158161997485
1575,-0.13416912792090632
1576,-0.13085157678010328
1577,-0.1511368223122128
1578,-0.14715996126151648
1579,-0.13452165094988686
1580,-0.11548381277425067
1581,-0.1413888112463845
1582,-0.1335562222841423
1583,-0.1614444285493188
1584,-0.11399042662222125
1585,-0.1446510649209757
1586,-0.1524796271186463
1587,-0.13602047856026023
1588,-0.11087032396967532
1589,-0.13753605849612316
1590,-0.13334820652464094
1591,-0.13638012257948104
1592,-0.13743299540255122
1593,-0.14335309067713548
1594,-0.12122298442961398
1595,-0.15364507695686858
1596,-0.15745992541219578
1597,-0.14495839027192728
1598,-0.1346339367449053
1599,-0.16300476954715076
1600,-0.15148213707746733
1601,-0.15105878854100677
1602,-0.14842854444533063
1603,-0.15959014741761315
1604,-0.16697995526837262
1605,-0.15181261969891435
1606,-0.13018796428792168
1607,-0.14032701949597282
1608,-0.1498779323480059
1609,-0.13896982909591665
1610,-0.14929799789505438
1611,-0.14484833896472538
1612,-0.1579899857946549
1613,-0.12664145851539174
1614,-0.15524782324105618
1615,-0.14390583447704236
1616,-0.11728358741341927
1617,-0.13358995816086108
1618,-0.13856585639661226
1619,-0.14392624865514336
1620,-0.12221603806040138
1621,-0.13906638602878363
1622,-0.15531055419338924
1623,-0.14278462260398897
1624,-0.14851466514927475
1625,-0.11858806643302675
1626,-0.1327179816718417
1627,-0.15691309538669357
1628,-0.1598924532168257
1629,-0.12294253716600169
1630,-0.1511871069986569
1631,-0.14513216923294198
1632,-0.16141884398112477
1633,-0.12672524799723867
1634,-0.1303347356977747
1635,-0.1316073719155177
1636,-0.1659276074062166
1637,-0.14730024465135116
1638,-0.14229988970496546
1639,-0.1398873115088496
1640,-0.16948166544658644
1641,-0.15203486596224647
1642,-0.1389302170058472
1643,-0.13403023591629112
1644,-0.15828724124313964
1645,-0.16709426890149187
1646,-0.14309568906399137
1647,-0.15150486040716693
1648,-0.13732959026198102
1649,-0.161684247667834
1650,-0.1471904040255075
1651,-0.13963864746629065
1652,-0.14476836340951807
1653,-0.14918818187719798
1654,-0.13892549049018246
1655,-0.14774007929353156
1656,-0.14814693813231786
1657,-0.1553028546744333
1658,-0.12420788115760069
1659,-0.14989833053892612
1660,-0.13878866022972974
1661,-0.13737685129959593
1662,-0.13387258803007254
1663,-0.14136683631906902
1664,-0.1488767237216671
1665,-0.12931087805619504
1666,-0.150520220463786
1667,-0.14256915186456143
1668,-0.14516530479877351
1669,-0.15576266135730713
1670,-0.1376022040056126
1671,-0.1269738548587203
1672,-0.15668553210010275
1673,-0.1486042505481719
1674,-0.13003559361689557
1675,-0.12869979750877128
1676,-0.16497489811857266
1677,-0.14735423574233134
1678,-0.11759410350825956
1679,-0.1628260220943949
1680,-0.17906331156150387
1681,-0.16263661932827905
1682,-0.14409250370630192
1683,-0.15147614687211206
1684,-0.15781455643113423
1685,-0.1456375104412602
1686,-0.14112692353415154
1687,-0.1460148396203924
1688,-0.13513972816288738
1689,-0.15223201537159742
1690,-0.13888743108790463
1691,-0.1346115361496362
1692,-0.12878777987643938
1693,-0.17265100250294568
1694,-0.12713129716304655
1695,-0.14890357497096315
1696,-0.1440576163530808
1697,-0.1302290805600607
1698,-0.14681614618337824
1699,-0.16195066907276523
1700,-0.1096391499991925
1701,-0.1507513543040468
1702,-0.15393990421995024
1703,-0.16164975655605002
1704,-0.12779158775759175
1705,-0.14113888988469883
1706,-0.1412688383504856
1707,-0.13241307596299282
1708,-0.1328376016560879
1709,-0.15657048990563402
1710,-0.14582237542156254
1711,-0.13666623339034017
1712,-0.1283519110402003
1713,-0.14159431645244863
1714,-0.1322473433647623
1715,-0.1291483784641212
1716,-0.1396735702048353
1717,-0.16073361807138642
1718,-0.11829608488897166
1719,-0.15375356550404154
1720,-0.12793899981119217
1721,-0.14904651537287736
1722,-0.12561446527883507
1723,-0.1347015565757982
1724,-0.14193031319505578
1725,-0.1732523356015627
1726,-0.1499301308784932
1727,-0.15731678345404637
1728,-0.14388289861349565
1729,-0.1555681970709472
1730,-0.15695555232652225
1731,-0.14477020434845533
1732,-0.1408959489685448
1733,-0.15201650067357317
1734,-0.17035036600587364
1735,-0.1363602406514522
1736,-0.1428678533220517
1737,-0.1525669364073041
1738,-0.13344346310509997
1739,-0.1646258009712289
1740,-0.1390971410787829
1741,-0.13300926020618373
1742,-0.17581178181818907
1743,-0.16096696020650655
1744,-0.1367401570571915
1745,-0.15179357490066192
1746,-0.15134627136624013
1747,-0.15101143281678964
1748,-0.15585996851632516
1749,-0.14631340201150597
1750,-0.1387287658765891
1751,-0.14869913166244142
1752,-0.13559417371413307
1753,-0.13882344926005769
1754,-0.11716236726693714
1755,-0.1443454832144831
1756,-0.15215264982752663
1757,-0.17473502129857496
1758,-0.14575823718954625
1759,-0.15483622939775887
1760,-0.12901868869835953
1761,-0.15726638675840182
1762,-0.12084841420984264
1763,-0.14519099167489927
1764,-0.14043414485080088
1765,-0.16003199660902298
1766,-0.14238527810747345
1767,-0.15079271311096953
1768,-0.12866533390777232
1769,-0.13687359612277084
1770,-0.1616501317144104
1771,-0.1513970233825595
1772,-0.1307409672005436
1773,-0.15044435018969113
1774,-0.1625774614201073
1775,-0.15655672153055153
1776,-0.1380144091177661
1777,-0.1582131951791834
1778,-0.15230461680575907
1779,-0.15997009597295417
1780,-0.14176041344688178
1781,-0.15309073331897807
1782,-0.13991651119385143
1783,-0.17158084595376533
1784,-0.13996871126004068
1785,-0.1411814658892684
